station_id,city,country,Datetime,Temperature,Humidity,WindSpeed,WeatherDescription
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-02 19:00:00,5.92,50,5.68,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-02 19:00:00,20.09,98,4.84,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-02 20:00:00,7.69,95,4.56,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-02 20:00:00,7.53,65,9.53,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-02 21:00:00,24.26,65,2.69,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-02 21:00:00,22.23,55,5.96,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-02 22:00:00,20.04,52,3.69,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-02 22:00:00,18.78,73,5.7,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-02 23:00:00,6.72,95,1.94,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-02 23:00:00,24.2,67,11.1,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 00:00:00,9.73,75,10.77,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 00:00:00,21.1,92,13.41,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 01:00:00,16.34,80,2.22,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 01:00:00,14.85,92,13.23,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 02:00:00,17.1,81,5.29,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 02:00:00,12.87,78,13.88,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 03:00:00,20.79,58,7.14,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 03:00:00,19.11,63,12.46,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 04:00:00,17.51,96,9.18,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 04:00:00,15.3,74,13.01,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 05:00:00,9.11,87,13.99,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 05:00:00,18.01,76,3.23,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 06:00:00,6.47,83,11.31,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 06:00:00,12.82,85,2.14,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 07:00:00,18.69,62,1.74,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 07:00:00,8.88,58,3.71,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 08:00:00,24.87,91,14.39,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 08:00:00,22.91,99,10.9,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 09:00:00,8.61,75,12.36,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 09:00:00,20.95,65,4.7,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 10:00:00,5.89,100,9.13,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 10:00:00,21.65,64,12.0,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 11:00:00,17.65,74,13.19,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 11:00:00,9.86,55,4.84,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 12:00:00,24.94,56,13.53,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 12:00:00,22.55,95,3.34,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 13:00:00,14.35,58,13.19,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 13:00:00,14.0,67,5.1,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 14:00:00,15.21,60,12.0,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 14:00:00,9.56,61,14.14,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 15:00:00,20.26,81,12.1,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 15:00:00,18.69,65,5.69,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 16:00:00,20.98,55,1.07,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 16:00:00,19.69,65,0.55,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 17:00:00,19.94,100,7.53,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 17:00:00,21.21,77,8.02,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 18:00:00,22.2,56,7.19,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 18:00:00,12.69,87,12.51,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 19:00:00,5.75,95,5.07,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 19:00:00,9.15,68,13.83,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 20:00:00,9.45,77,12.61,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 20:00:00,13.18,98,11.72,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 21:00:00,21.78,97,5.09,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 21:00:00,20.11,69,13.89,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 22:00:00,9.91,100,6.56,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 22:00:00,10.63,87,0.64,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-03 23:00:00,7.07,64,0.65,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-03 23:00:00,17.08,78,2.22,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 00:00:00,16.58,100,5.8,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 00:00:00,20.24,66,11.65,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 01:00:00,19.5,69,15.0,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 01:00:00,16.86,97,14.02,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 02:00:00,22.49,62,9.48,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 02:00:00,22.54,73,6.38,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 03:00:00,5.69,65,8.21,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 03:00:00,24.66,59,10.46,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 04:00:00,18.38,56,5.66,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 04:00:00,6.94,100,0.8,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 05:00:00,6.71,98,7.16,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 05:00:00,12.28,56,4.32,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 06:00:00,21.02,77,11.14,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 06:00:00,23.95,82,13.29,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 07:00:00,21.46,97,14.59,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 07:00:00,21.82,77,9.62,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 08:00:00,16.04,66,12.32,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 08:00:00,16.18,92,9.99,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 09:00:00,17.43,71,3.51,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 09:00:00,22.83,77,13.25,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 10:00:00,18.03,88,12.05,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 10:00:00,12.97,70,13.87,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 11:00:00,9.26,76,13.84,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 11:00:00,11.47,97,6.64,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 12:00:00,19.21,84,9.67,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 12:00:00,10.52,69,4.79,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 13:00:00,11.66,90,10.66,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 13:00:00,5.92,67,11.42,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 14:00:00,8.1,100,11.06,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 14:00:00,21.9,53,1.2,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 15:00:00,22.48,83,14.65,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 15:00:00,8.14,76,2.26,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 16:00:00,7.87,92,3.06,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 16:00:00,20.35,83,6.33,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 17:00:00,16.02,70,4.34,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 17:00:00,13.27,79,12.86,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 18:00:00,22.81,73,5.39,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 18:00:00,13.01,51,7.32,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 19:00:00,9.46,98,14.57,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 19:00:00,12.74,70,13.46,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 20:00:00,9.37,86,7.55,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 20:00:00,6.66,81,4.04,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 21:00:00,14.19,70,12.34,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 21:00:00,16.95,54,14.94,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 22:00:00,8.54,74,5.08,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 22:00:00,24.94,96,6.8,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-04 23:00:00,20.37,67,7.48,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-04 23:00:00,8.6,60,8.26,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 00:00:00,14.94,98,5.04,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 00:00:00,21.93,97,12.49,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 01:00:00,24.64,57,0.57,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 01:00:00,19.03,98,3.28,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 02:00:00,6.5,68,0.67,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 02:00:00,22.26,97,2.3,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 03:00:00,9.75,75,4.44,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 03:00:00,12.47,90,3.33,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 04:00:00,11.04,93,13.45,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 04:00:00,19.92,51,1.18,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 05:00:00,21.51,53,14.56,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 05:00:00,16.89,50,8.27,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 06:00:00,14.85,82,6.05,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 06:00:00,7.32,72,8.39,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 07:00:00,16.08,50,9.3,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 07:00:00,15.37,82,5.66,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 08:00:00,24.2,98,9.2,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 08:00:00,16.52,61,4.51,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 09:00:00,7.7,96,8.04,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 09:00:00,10.92,83,5.79,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 10:00:00,15.51,66,12.96,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 10:00:00,24.34,92,11.45,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 11:00:00,5.62,99,1.78,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 11:00:00,13.2,66,3.1,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 12:00:00,11.55,96,6.26,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 12:00:00,10.3,58,2.12,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 13:00:00,9.91,92,6.51,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 13:00:00,13.55,96,2.49,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 14:00:00,20.41,86,1.06,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 14:00:00,23.37,55,10.29,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 15:00:00,21.97,96,7.49,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 15:00:00,6.01,58,10.84,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 16:00:00,13.08,77,5.2,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 16:00:00,24.86,51,3.34,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 17:00:00,11.1,80,9.65,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 17:00:00,24.75,78,13.87,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 18:00:00,23.62,73,6.06,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 18:00:00,13.04,65,12.11,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 19:00:00,10.46,91,12.24,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 19:00:00,15.3,50,8.22,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 20:00:00,11.64,94,5.19,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 20:00:00,5.62,81,11.2,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 21:00:00,6.63,92,14.97,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 21:00:00,14.94,61,4.34,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 22:00:00,22.64,91,9.23,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 22:00:00,24.77,68,13.99,cloudy
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-05 23:00:00,6.05,80,13.26,cloudy
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-05 23:00:00,24.29,89,14.35,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 00:00:00,17.81,84,12.25,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 00:00:00,5.89,51,11.36,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 01:00:00,15.62,65,3.98,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 01:00:00,23.61,63,8.98,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 02:00:00,8.02,59,10.92,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 02:00:00,12.92,51,14.23,clear sky
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 03:00:00,10.86,93,11.93,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 03:00:00,24.5,92,11.64,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 04:00:00,23.54,71,14.25,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 04:00:00,14.19,83,11.23,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 05:00:00,14.44,71,10.92,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 05:00:00,14.85,65,3.5,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 06:00:00,16.05,92,12.98,fog
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 06:00:00,19.29,73,14.99,light rain
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 07:00:00,20.93,61,7.77,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 07:00:00,16.62,78,7.65,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 08:00:00,15.15,76,9.41,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 08:00:00,9.15,64,4.78,overcast
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 09:00:00,14.69,67,1.81,clear sky
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 09:00:00,8.87,77,0.54,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 10:00:00,9.37,100,8.13,light rain
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 10:00:00,17.14,56,7.87,fog
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 11:00:00,23.87,50,5.46,overcast
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 11:00:00,20.28,78,11.33,sunny
DUBLIN_53.33_-6.25,Dublin,Ireland,2025-01-06 12:00:00,21.58,70,5.32,sunny
GALWAY_53.27_-9.05,Galway,Ireland,2025-01-06 12:00:00,7.66,66,12.16,light rain
